Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type,Hashtags
DME_Jun,b'DME Intelligence',8/15/2019 10:39,b'RT @HeartIn_net: Accurate Blood Pressure Measured Using Video Selfies  #Diagnostics #Medicine #Rehab #SportsMedicine # #fitness #health #tr\xe2\x80\xa6',"b'Boston, MA'",1,b'DME Intelligence_Jun', Diagnostics Medicine Rehab SportsMedicine fitness health
TV_HIEC_Chair,b'TV HIEC Chair',8/15/2019 10:14,b'RT @HeartIn_net: Biotech researchers venture into the wild to start their own business  #fitness #health #training #healthy #healthylifestyle #cardio #healthyliving #healthylife #medicine #healthcare #AI #cardioworkout #cardiologia #cardiology #wearable \xe2\x80\xa6 https://t.co/cEskQIzf6n',b'Oxford',0,b'IFTTT', fitness health training healthy healthylifestyle cardio healthyliving healthylife medicine healthcare AI cardioworkout cardiologia cardiology wearable
DME_Jun,b'DME Intelligence',8/15/2019 10:10,b'RT @HeartIn_net: Biotech researchers venture into the wild to start their own business  #fitness #health #training #healthy #healthylifesty\xe2\x80\xa6',"b'Boston, MA'",1,b'DME Intelligence_Jun', fitness health training healthy
DME_Jun,b'DME Intelligence',8/15/2019 9:39,"b'RT @HeartIn_net: DocDoc, a virtual network of physicians and hospitals supporting patients to find quality medical care in Asia, announc #f\xe2\x80\xa6'","b'Boston, MA'",1,b'DME Intelligence_Jun',nan
DME_Jun,b'DME Intelligence',8/15/2019 9:25,b'RT @_timos_: Amazing app promises a full fitness checkup from a 30-second selfie https://t.co/XGBGSlEOj7 &gt;&gt;&gt; https://t.co/2FO2ai4x9M #digit\xe2\x80\xa6',"b'Boston, MA'",4,b'DME Intelligence_Jun',nan
caring_mobile,b'CareMo',8/15/2019 9:22,b'RT @_timos_: Amazing app promises a full fitness checkup from a 30-second selfie https://t.co/XGBGSlEOj7 &gt;&gt;&gt; https://t.co/2FO2ai4x9M #digit\xe2\x80\xa6',b'Global',4,b'CareMo News',nan
_social_pharma_,b'Social Pharma',8/15/2019 9:11,b'RT @_timos_: Amazing app promises a full fitness checkup from a 30-second selfie https://t.co/XGBGSlEOj7 &gt;&gt;&gt; https://t.co/2FO2ai4x9M #digit\xe2\x80\xa6',b'Global',4,b'dlvr.it',nan
DME_Jun,b'DME Intelligence',8/15/2019 9:10,b'RT @HeartIn_net: Seraph 100 Blood Filter For Blood Stream Infections  #Medicine #PublicHealth // #fitness #health #training #healthy #healt\xe2\x80\xa6',"b'Boston, MA'",1,b'DME Intelligence_Jun', Medicine PublicHealth fitness health training healthy
TheCuriousLuke,b'Curious Luke',8/15/2019 2:54,b'RT @THEAdamGabriel: #RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning\xe2\x80\xa6',b'Switzerland',2,b'RTML', RT digital talent enterprise ai machinelearning
pivotcloud,b'PivotCloudSolutions',8/15/2019 2:53,b'RT @THEAdamGabriel: #RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning\xe2\x80\xa6',b'Ireland',2,b'PCStwitterApp', RT digital talent enterprise ai machinelearning
bestdealhotdeal,b'bestdealhotdeal',8/15/2019 2:43,b'4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; \n@MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #4IR #digitaltransformation #robotics #datascience #dataanalytics &gt;&gt;&gt; https://t.co/eRYtGuLChB https://t.co/j552yZ2QNk',b'',0,b'Twitter Web App', digital talent enterprise ai machinelearning iot futureofwork 4IR digitaltransformation robotics datascience dataanalytics
chiraphol901,b'Chiraphol N. Chiyachantana',8/15/2019 2:41,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'Singapore',34,b'Twitter for iPhone', digital talent enterprise ai machinelearning iot futureofwork
turnkeyapps,b'Disrupt Applications',8/15/2019 2:07,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',"b'Houston, TX'",34,b'Twitter for Android', digital talent enterprise ai machinelearning iot futureofwork
TheStartupMento,b'The Startup Mentor',8/15/2019 0:53,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'United States',34,b'Twitter Web App', digital talent enterprise ai machinelearning iot futureofwork
Bernardo_Pirola,b'Bernardo Pirola',8/14/2019 23:30,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'',34,b'Twitter for Android', digital talent enterprise ai machinelearning iot futureofwork
DigitalTDaily,b'Digital Transformation Daily',8/14/2019 21:30,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'',34,b'Twitter Web App', digital talent enterprise ai machinelearning iot futureofwork
jason_abdi,b'Jason Abdi',8/14/2019 21:12,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',"b'Calgary, Alberta'",34,b'T7 App', digital talent enterprise ai machinelearning iot futureofwork
konnektify,b'Mir Mahmood Ali',8/14/2019 20:50,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',"b'Hyderabad, India'",34,b'Twitter for Android', digital talent enterprise ai machinelearning iot futureofwork
THEAdamGabriel,"b'Adam Gabriel, #TOP\xf0\x9f\x94\x9d #Influencer\xf0\x9f\x93\xa1'",8/14/2019 20:49,b'#RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #4IR #digitaltransformation #robotics #datascience #dataanalytics &gt;&gt;&gt; https://t.co/80Uo1ghEmI https://t.co/BUfSjXGVXk',"b'Financial District, Manhattan'",2,b'IFTTT', RT digital talent enterprise ai machinelearning iot futureofwork 4IR digitaltransformation robotics datascience dataanalytics
nerdvolume,b'Nerd Volume',8/14/2019 20:48,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',"b'Bengaluru, India'",34,b'Twitter for Android', digital talent enterprise ai machinelearning iot futureofwork
Industry40Check,b'Industry 4.0 Checkpoint',8/14/2019 20:42,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'Social Media',34,b'Twitter Web App', digital talent enterprise ai machinelearning iot futureofwork
TheCuriousLuke,b'Curious Luke',8/14/2019 20:42,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'Switzerland',34,b'RTML', digital talent enterprise ai machinelearning iot futureofwork
_OliviaBot,b'Olivia',8/14/2019 20:41,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'India',34,b'RT #MachineLearning', digital talent enterprise ai machinelearning iot futureofwork
JAGXUS,b'JUSTIN MAANS',8/14/2019 20:40,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',"b'Strand, South Africa'",34,b'Twitter for Android', digital talent enterprise ai machinelearning iot futureofwork
NewsEdgetech,b'Edge Technology News',8/14/2019 20:17,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'Online',34,b'Twitter Web App', digital talent enterprise ai machinelearning iot futureofwork
pivotcloud,b'PivotCloudSolutions',8/14/2019 20:16,b'RT @KeyNode: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #4IR #di\xe2\x80\xa6',b'Ireland',1,b'PCStwitterApp', digital talent enterprise ai machinelearning iot futureofwork 4IR
DataSocietyTW,b'Data Society TW',8/14/2019 20:16,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'Network',34,b'Twitter Web App', digital talent enterprise ai machinelearning iot futureofwork
pivotcloud,b'PivotCloudSolutions',8/14/2019 19:54,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'Ireland',34,b'PCStwitterApp', digital talent enterprise ai machinelearning iot futureofwork
TheHighway2AI,b'The Highway To AI',8/14/2019 19:45,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'United Kingdom',34,b'Twitter Web App', digital talent enterprise ai machinelearning iot futureofwork
MaxDigitalSight,b'Maximum Digital Sight',8/14/2019 19:42,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'',34,b'Twitter Web App', digital talent enterprise ai machinelearning iot futureofwork
TechnoNBusiness,b'Technology and Businesses',8/14/2019 19:27,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',b'Social Media',34,b'Twitter Web App', digital talent enterprise ai machinelearning iot futureofwork
BahSerign,b'Serign Modou Bah',8/14/2019 19:16,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',"b'Bakoteh, The Gambia'",34,b'Twitter Web App', digital talent enterprise ai machinelearning iot futureofwork
SoumikRoy,b'Soumik Roy',8/14/2019 19:10,b'via MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #4IR #digitaltransformation #robotics #datascience #dataanalytics &gt;&gt;&gt; https://t.co/5k8dEDvYuj https://t.co/fki1rChVI2',b'Solitude Park',0,b'IFTTT', digital talent enterprise ai machinelearning iot futureofwork 4IR digitaltransformation robotics datascience dataanalytics
thepower_50,b'The Fintech Power 50',8/14/2019 19:07,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',"b'England, United Kingdom'",34,b'Hootsuite Inc.', digital talent enterprise ai machinelearning iot futureofwork
KeyNode,b'The KEY In The North',8/14/2019 19:06,b'4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #4IR #digitaltransformation #robotics #datascience #dataanalytics &gt;&gt;&gt; https://t.co/cLqtV7Z6Zt https://t.co/h0RkP1nMGb',b'A New Wave',1,b'IFTTT', digital talent enterprise ai machinelearning iot futureofwork 4IR digitaltransformation robotics datascience dataanalytics
TheDysket,b'Youn\xc3\xa8s.D',8/14/2019 19:06,b'RT @claudiomkd: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #4IR\xe2\x80\xa6',b'Paris',1,b'Netvibes Widget', digital talent enterprise ai machinelearning iot futureofwork 4IR
claudiomkd,b'Claudio M. Camacho \xe2\x9c\xa8',8/14/2019 19:04,b'4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #4IR #digitaltransformation #robotics #datascience #dataanalytics &gt;&gt;&gt; https://t.co/qSsEexqg2h https://t.co/rI3XI3smhz #marketing #digitalmarketing #digitaltran\xe2\x80\xa6',"b'Helsinki, Finland'",1,b'IFTTT', digital talent enterprise ai machinelearning iot futureofwork 4IR digitaltransformation robotics datascience dataanalytics marketing digitalmarketing digitaltran
girardmaxime33,b'Max \xf0\x9f\x87\xab\xf0\x9f\x87\xb7\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',8/14/2019 19:04,b'4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #4IR #digitaltransformation #robotics #datascience #dataanalytics &gt;&gt;&gt; https://t.co/vEezeUaeya https://t.co/Pqce9cbuP4',"b'Bordeaux, France'",0,b'IFTTT', digital talent enterprise ai machinelearning iot futureofwork 4IR digitaltransformation robotics datascience dataanalytics
sectest9,b'Security Testing',8/14/2019 19:02,b'RT @MikeQuindazzi: 4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #\xe2\x80\xa6',"b'Hyderabad, India'",34,b'auto is the only way it can be ', digital talent enterprise ai machinelearning iot futureofwork
MikeQuindazzi,b'Mike Quindazzi \xe2\x9c\xa8',8/14/2019 19:02,b'4 steps to #digital upskill #talent in the #enterprise &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;  #ai #machinelearning #iot #futureofwork #4IR #digitaltransformation #robotics #datascience #dataanalytics &gt;&gt;&gt; https://t.co/zzAu7QaF6m https://t.co/8fShzBVhQQ',"b'Los Angeles, CA'",34,b'Buffer', digital talent enterprise ai machinelearning iot futureofwork 4IR digitaltransformation robotics datascience dataanalytics
jeanrossignol,b'jean rossignol \xf0\x9f\x8c\x88',8/13/2019 9:19,b'RT @GaneshAtkale: Humanoid #Robot does exercises to get stronger Thanks for sharing @MikeQuindazzi \n\n #fitness #robotics #robot #ai #automa\xe2\x80\xa6',"b'Marseille, France'",85,b'Twitter Web App', Robot fitness robotics robot ai
DME_Jun,b'DME Intelligence',8/13/2019 8:25,b'RT @HeartIn_net: PainChek receives Singapore regulatory clearance and signs agreement with Allium Healthcare #Aim2Innovate #Engage4Healt #f\xe2\x80\xa6',"b'Boston, MA'",1,b'DME Intelligence_Jun', Aim2Innovate Engage4Healt
DME_Jun,b'DME Intelligence',8/13/2019 8:24,b'RT @HeartIn_net: ECG explained: The science behind the wearable health tech revolution  // #fitness #health #training #healthy #healthylife\xe2\x80\xa6',"b'Boston, MA'",1,b'DME Intelligence_Jun', fitness health training healthy
DME_Jun,b'DME Intelligence',8/13/2019 7:55,b'RT @HeartIn_net: Gates Foundation snaps up top Apple Health researcher to run a new digital health group #Healthcare #DigitalHealth #St #fi\xe2\x80\xa6',"b'Boston, MA'",1,b'DME Intelligence_Jun', Healthcare DigitalHealth St
DME_Jun,b'DME Intelligence',8/13/2019 7:55,"b""RT @HeartIn_net: Shenzhen in pictures: a former fishing village is transformed - China's dramatic change towards a Hightech Leader  #fitnes\xe2\x80\xa6""","b'Boston, MA'",1,b'DME Intelligence_Jun',nan
DME_Jun,b'DME Intelligence',8/13/2019 7:55,"b'RT @HeartIn_net: NeuroMetrix pivoting from D2C, restructuring business following weak performance of Quell pain relief wearable #HITvent #f\xe2\x80\xa6'","b'Boston, MA'",1,b'DME Intelligence_Jun', HITvent
_timos_,b'Dr Timos Papagatsias',8/12/2019 16:41,b'RT @_timos_: Streamline your fitness routine with wearable technology https://t.co/UojlYP5WXM &gt;&gt;&gt; https://t.co/2FO2ai4x9M #digitalhealth #i\xe2\x80\xa6',b'Global',6,b'dlvr.it', digitalhealth
NeurosurgeryBot,b'NeurosurgeryBot',8/12/2019 16:11,b'RT @HeartIn_net: Implanted Electrodes Improve Powered Prosthetic Arms  #Neurology #Neurosurgery #Rehab // #fitness #health #training #healt\xe2\x80\xa6',b'',2,b'NeurosurgeryBot', Neurology Neurosurgery Rehab fitness health training
DME_Jun,b'DME Intelligence',8/12/2019 16:10,b'RT @HeartIn_net: Implanted Electrodes Improve Powered Prosthetic Arms  #Neurology #Neurosurgery #Rehab // #fitness #health #training #healt\xe2\x80\xa6',"b'Boston, MA'",2,b'DME Intelligence_Jun', Neurology Neurosurgery Rehab fitness health training
DME_Jun,b'DME Intelligence',8/12/2019 14:55,"b""RT @HeartIn_net: Thriva's mail-order health tests attract $7.3M more from investors  #HITventure #fitness #health #training #healthy #healt\xe2\x80\xa6""","b'Boston, MA'",2,b'DME Intelligence_Jun', HITventure fitness health training healthy
fatdecimater,b'JessicaRyan',8/12/2019 14:48,"b""RT @HeartIn_net: Thriva's mail-order health tests attract $7.3M more from investors  #HITventure #fitness #health #training #healthy #healt\xe2\x80\xa6""",b'',2,b'Bot Libre!', HITventure fitness health training healthy
DME_Jun,b'DME Intelligence',8/12/2019 13:55,"b'RT @HeartIn_net: In Q2 call, Dexcom praises growing CGM awareness #HITventure #HealthyMargins  #fitness #health #training #healthy #healthy\xe2\x80\xa6'","b'Boston, MA'",1,b'DME Intelligence_Jun', HITventure HealthyMargins fitness health training healthy
DME_Jun,b'DME Intelligence',8/12/2019 13:25,b'RT @HeartIn_net: Why health companies are branding themselves as tech companies  - #Healthcare suffers from a death-by-pilot-project sy #fi\xe2\x80\xa6',"b'Boston, MA'",1,b'DME Intelligence_Jun', Healthcare
DME_Jun,b'DME Intelligence',8/12/2019 13:10,b'RT @HeartIn_net: Researchers discover why intense light can protect cardiovascular health   #fitness #health #training #healthy #healthylif\xe2\x80\xa6',"b'Boston, MA'",1,b'DME Intelligence_Jun', fitness health training healthy
DME_Jun,b'DME Intelligence',8/12/2019 12:40,b'RT @HeartIn_net: The Most Informative BP Measures From Ambulatory Monitoring Are nighttime and 24hr SBP.  #fitness #health #training #healt\xe2\x80\xa6',"b'Boston, MA'",1,b'DME Intelligence_Jun', fitness health training
DME_Jun,b'DME Intelligence',8/12/2019 12:25,b'RT @HeartIn_net: Carestream Health has sold its healthcare IT business to Philips in 26 of the 38 countries in which Philips has operation\xe2\x80\xa6',"b'Boston, MA'",1,b'DME Intelligence_Jun',nan
