User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Polarity,Subjectivity
Amrita,7/20/2019 7:28,be ready my follow indians to feel proud again!! isro chandrayaan2 gslvmkiii ,"Bhubaneshwar, India",0,0.6,0.75
Financial Express,7/20/2019 7:13,chandrayaan2 to be launched from sdsc shar: know about india's famous spaceport at sriharikota ,"New Delhi, India",1,0.5,1.0
Yamini Jadhav,7/20/2019 7:11,"congratulations to for this feat. as it is said that the comeback should always be stronger than the setback, you are set to make india proud. monday - 22nd july, fly to the moon! chandrayaan2 isro ","Mumbai, India",0,0.9,0.95
Arihant Jain,7/20/2019 6:56, so happy to see isro doing wonders in this space exploration agego chandrayaan2!!!,nan,0,1.0,1.0
Soumyadeep Kundu,7/20/2019 6:48, 1st time in bengali. golden jubilee of moon landing. moonlanding50 50yearsofmoonlanding chandrayaan2,nan,1,0.3,0.5
Mint Lounge,7/20/2019 6:45,"the apollo 11 landings had a key impact on india’s space programme too. was incorporated barely a month after the iconic moon mission. and take a look at the science behind chandrayaan2 , rescheduled to launch on 22 july ",India,1,0.037500000000000006,0.575
"S M English School,Hoodi Bangalore.",7/20/2019 6:45," chandrayaan2 pmoindia on behalf of s m english school (hoodi, bengaluru) ,we wish and pray for the successful mission of chandrayaan 2. our nation!!our pride!! 🇮🇳🇮🇳 ","Bengaluru, India",0,0.5,0.475
Stanley Ipkiss,7/20/2019 6:32,maybe isro working on that 🤔. chandrayaan2 ,Imagination,0,0.0,0.0
Patriot GK,7/20/2019 6:24," we must respect all isro missions, but if nasa can launch men and bring them back in 196 hours, why do we need 55 days just to put a probe on the lunar surface ? chandrayaan2","Mumbai, India",0,0.0,0.0
PrasadAkki,7/20/2019 6:23,akshay kumars movies growing day by day✌❤❤🙏 akshaykumar missionmangaltrailer missionmangal chandrayaan2 ,nan,15,0.0,0.0
MailToday,7/20/2019 6:17,akshaykumar extends best wishes to isro for chandrayaan2 launch on july 22 ,nan,0,1.0,0.3
Ajay,7/20/2019 6:14,"very excited to see this kinda. progressive evolution from most marginalized section ,they don't have nights to dream that one day they going to launch swaerosat 1, there is no technical issues to drop like chandrayaan2 thanks swaero ",Hyderabad Telangana,1,0.296875,0.44375000000000003
DURGESH MOURYA,7/20/2019 6:10,chandrayaan2 gslv 22 july 2019 14:43 isro ,"छत्तीसगढ़, भारत",0,0.0,0.0
Amit Bansod(Dev),7/20/2019 6:08, good luck team isro chandrayaan2 proud to be indian,"Pune, India",0,0.75,0.8
Doordarshan National,7/20/2019 6:00,must watch - curtain raiser- gslvmkiii -m1/chandrayaan2 mission - isro this afternoon at 12:25 pm on chandrayaan ,New Delhi,9,0.0,0.0
STRINGofPEARLS,7/20/2019 5:57, is the pragyan onboard of chandrayaan2 made by ?,nan,0,0.0,0.0
Nariman Patel,7/20/2019 5:57,two days and counting! teamisro chandrayaan2 . all the v best!,"Mumbai, India",0,1.0,0.3
Verbinden,7/20/2019 5:51,isro has ambitious plans for space. the upcoming launch of chandrayaan2 is an excellent example. several space agencies have launched crucial satellites in last century. click here and learn about the most important ones. spaceexplorationday space ,"Bangalore, E-City",1,0.3071428571428571,0.6166666666666666
The Photography Passion,7/20/2019 5:46,human eye vs camera to read article click this link👇👇 suriyacommondp hbdadorablesitara hbdlittleangelsitara thala webdesign thread thewitchernetflix thewitcher india chandrayaan2 ,India,2,0.0,0.1
WORLD WELL HARSH SINGH,7/20/2019 5:43,"as isro prepares for landmark launch of chandrayaan2, teamisro wishes all the best for missionmangal and all his future endeavour",India,1,0.5,0.2125
nareshK,7/20/2019 5:37," chandrayaan2 gslvmkiii-m1/ .. i hav applied in online registration for chandrayaan 2 launch , bt still now i didnt get registration number nor an email, i didnt get. plz follw up tht , eagerly waiting for the magic day",India,0,0.5,1.0
Nipun Yerramalla,7/20/2019 5:37,"timely and fine edition by on the moon. everything from moonlanding50 , chandrayaan2 to art &amp; culture with regards to moon. ",India,0,0.4166666666666667,0.5
Aditya Saha,7/20/2019 5:35,another movie for is on the cards. chandrayaan2 will release on 15th august of any year. an independence day weekend. missionmangal missionmangaltrailer ,"Bangalore , India",0,0.0,0.0
Gopikrishnan A🇮🇳,7/20/2019 5:17,moonlanding50 years! moonlanding well explained in this diagram. looking forward to chandrayaan2 ! moon ,"Mumbai, INDIA.",0,0.0,0.0
Archit Baweja,7/20/2019 5:16,who’s excited about the upcoming moon landing by chandrayaan2 isro ,"San Francisco, CA",0,0.375,0.75
filmidraama,7/20/2019 5:09, and say to all the best each other for missionmangal and chandrayaan2 ,nan,0,0.4375,0.3375
Forbes India,7/20/2019 5:00,"how the moon landing changed the world, india's space race and more: ten interesting things we read this week moonlanding50 chandrayaan2",India,0,0.3333333333333333,0.3333333333333333
Gourav Dhakad,7/20/2019 4:59,get set go chandrayaan2 ,"Madhya Pradesh, India",0,0.0,0.0
Shaurya Bhaskar,7/20/2019 4:55, even though we pay taxes.. potholes in ulhasnagar municpal corporation are creating world record. why launch chandrayaan2 we can find same holes here in thane district of maharashtra. ulhasnagar ruled by for more thn decade. pathetic road conditions.. shame,"Mumbai, India",0,-0.16666666666666666,0.5416666666666666
Zombie,7/20/2019 4:54,"pmikvisitingus will meet for alms on 22nd , indian will be scaling moon through chandrayaan2 countries with different priorities",nan,0,0.0,0.6
Prashant,7/20/2019 4:53,star is born 22nd july. go chandrayaan2 gslvmkiii moonlanding50 moon ,"Sydney, New South Wales",0,0.0,0.0
Rishav Jyoti,7/20/2019 4:50," 🙏🏻🌸✨chandrayaan2 for enabling women with the power to empower themselves. safe nation, better health facilities, increased opportunities for education &amp; employment are turning into a reality for women.",nan,0,0.5,0.5
Manoj,7/20/2019 4:45," all the best....... , chandrayaan2 will be success , love to be indian .",nan,0,0.6,0.3
Pinkvilla,7/20/2019 4:44,missionmangal: akshaykumar thanks isro for their wishes &amp; sends them luck for chandrayaan2 launch - ,"Mumbai, India",87,0.2,0.2
Sabarinath Ch,7/20/2019 4:35, i have registered for viewing chandrayaan2 launch with reg. no. t8363956316. i have entered a co-visitor with me but the co- visitor name is not printed in the pass. please resolve. isromissions pmoindia pmmodi,nan,0,0.0,0.0
DG,7/20/2019 4:34,copy that...mangalyaan chandrayaan2 best of luck isro for chandrayan-2. we are proud of you. ,#indiafirst 🇮🇳,0,0.9,0.65
Rudra DIY Crafts,7/20/2019 4:31, going to launch the mission chandrayaan2 this monday . india will create a history . in this occasion here is my video on how to make a wifi controlled rover with a webcam connected to it . check out the… ,nan,0,0.0,0.0
Angel Entrepreneur,7/20/2019 4:21,"india will attempt to go to the moon july 22, as the country launches its ambitious chandrayaan2 mission in a bid to become just the fourth nation to successfully reach the lunar surface... chandrayaan2themoon ",Los Angeles,1,0.3333333333333333,0.5666666666666667
Nishant Saurabh,7/20/2019 4:21,ready to take a billion dreams to the moon...we wish teamisro all the best. chandrayaan2 isro ,New Delhi,4,0.6,0.4
Ishvarya,7/20/2019 4:14,"one small step for (a) man, a giant leap for mankind congratulations nasasocial apollo50th good luck &amp; all the best isro team chandrayaan2 isromissions ","Bengaluru, India",0,0.3625,0.575
Rudra DIY Crafts,7/20/2019 4:12,all the best to for launching the chandrayaan2 to the moon . thank you for making us proud with all your success. ,nan,0,0.7000000000000001,0.43333333333333335
jayashri,7/20/2019 4:09,countdown starts chandrayaan2 gslvmkiii registered successfully to witness the huge milestone live! thanks for the space theme park. thanks to gemsmodernacademy for nurturing curiosity. qs buzzing arnd the launch ,"Bangalore, India",0,0.3440909090909091,0.55
Hetal Satra,7/20/2019 4:06, best wishes for the success of chandrayaan2 proudtobeindian,nan,0,0.65,0.15
Hetal Satra,7/20/2019 4:05, always feel proud of my country who has proved now and then that they are capable of doing anything in compare of the giant nations. proudmomentofindia chandrayaan2 best wishes to the whole team for the success of this mission too. jaihind,nan,0,0.4166666666666667,0.5166666666666666
@ganesh Kumar,7/20/2019 3:58,"on july 20, 1969, neil armstrong became the first human to step on the moon. he was aldrin walk around for three hours. moon nasamoontunes chandrayaan2 isro ",Dhanbad,0,0.125,0.21666666666666667
Amit Kothiyal🇮🇳,7/20/2019 3:41,"firstmanonthemoon chandrayaan2 this day before 50 years (20 july 1969), neilarmstrong became the first human to step on the moon. commander neil armstrong and pilot buzz aldrin walked around for three hours. ",India,0,0.125,0.21666666666666667
prakash puri goswami,7/20/2019 3:35, librandus khi isro ko hi sanghi na bol de. best of luck teamisro for chandrayaan2 &amp; also missionmangal. teamisro is our real proud. thanks,menar,0,0.7333333333333334,0.5
Farrukh Shah,7/20/2019 3:27, you motivated me to preserve the newspaper carrying the news of chandrayaan2 success . hope it goes well next time,Delhi,0,0.15,0.0
شیخ احمد,7/20/2019 3:23,chandrayaan-2 has been 11 years in the making. get this right 11 years in the making &amp; modi has nothing to do work it chandrayaan2 chandrayaan ,Selfishness,0,0.2857142857142857,0.5357142857142857
Rajendra Pande,7/20/2019 3:19,chandrayaan2 mission ,nan,0,0.0,0.0
Doordarshan National,7/20/2019 3:10,don't miss - curtain raiser- gslvmkiii -m1/chandrayaan2 mission - isro this morning at 9:55 am on chandrayaan ,New Delhi,10,0.0,0.0
#HappyBirthdayArmaan,7/20/2019 3:01,armaanmalikbirthday is going to become very special &amp; superb because chandrayaan2 is also launching on 22nd july on same day of am's b'day.i m so excited &amp; can't wait for 22nd july. happiest birthday armaan in advance &amp; god bless you.🎂🎂🎂🎂🎂 these r 4 u.,nan,0,0.4598214285714286,0.6544642857142857
khiladi's fan,7/20/2019 2:40," isro will make india proud again ,all the best to the team of isro for chandrayaan2",nan,0,0.9,0.65
Krishnakant Wal🇮🇳,7/20/2019 2:38,eagerly waiting for this historic moment.. missionmangal missionmangaltrailer isromissions isro chandrayaan2 teamisro ,"Indore, India",0,0.0,0.0
Veeru,7/20/2019 2:27,india to launch chandrayaan-2 moon lander mission july 22 | space chandrayaan2 ,"Buffalo, NY",0,0.0,0.0
Shubham,7/20/2019 2:17,chandrayaan2 a proud moment of india. let's all together be a witness to this achievement. ,"Lucknow, India",0,0.8,1.0
Rudramuni Math,7/20/2019 1:56,"chandrayaan 2 is ready to take a billion dreams to the moon — now stronger than ever before! witness the launch on monday — 22 july, 2019 — at 2:43 pm ist. chandrayaan2 isromissions ",Bangalore,0,0.25,0.5
Natarajan Ganesan,7/20/2019 1:56,"it's 50 years since that 'small step by a man' became a 'giant leap for a mankind'. in a fitting tribute to mark this occasion, from india continues on this journey by planning its chandrayaan2 to that part of the moon not yet visited others. happy50thmoonlanding ",United States,1,0.08333333333333333,0.6333333333333333
Shankar_P.R.O.,7/20/2019 1:52,50years silver jubilee celebration of mission chandrayan chandrayaan2 chandrayan2 chandrayaan2themoon ,"Mysore, India",0,0.0,0.0
Life-given Liz lemons,7/20/2019 1:45, perfect timing. india is all set to go! chandrayaan2themoon chandrayaan2,Nowhere.Everywhere,0,1.0,1.0
Planetary News,7/20/2019 1:30,"india's chandrayaan-2 moon mission called off minutes before launch | ""a technical snag was observed in launch vehicle system at t-56 minute. as a measure of abundant precaution, chandrayaan2 launch | |","Corvallis, OR",0,0.3,0.525
Amit Kumar,7/20/2019 1:09,team you are pride of this nation chandrayaan2 isro gslvmkiii ,nan,0,0.0,0.0
Abhinav Chugh,7/20/2019 0:38,this is one movie i can’t wait to show to my 8yo son. he would be so so proud. showed him the trailer and he is so excited. missionmangal isro chandrayaan2 ,"San Francisco, CA",1,0.5875,0.875
Financial Express,7/20/2019 0:10,chandrayaan2 mission is also the first expedition by the isro to attempt a soft landing. read more ... ,"New Delhi, India",0,0.2833333333333333,0.39444444444444443
User Name,Tweet Created At,tweet text,User Location,Retweet Count,0.0,0.0
Bhagirath Gopinath,7/21/2019 23:59, wishing the best to the isromissions on the chandrayan2 chandrayaan2 👏🏽 jai hind 🇮🇳,"New Jersey, USA",0,1.0,0.3
Vivekofindian,7/21/2019 23:56,dear isro scientists as you are sending chandrayaan2 on moon we are feeling proud. very much proud congrats to all but please do't send any indian there in future because काहे किसी और ग्रह/ उपग्रह की शान्ति छीनेगें ।😃😃😃,"Delhi , India",1,0.5333333333333333,0.7083333333333334
💫🔮psychic reader🔮💫,7/21/2019 23:56,readings are only 10$ today dm me today for readings i do all types of readings astrology bbnaija loveisand ghanagirlsnotromantic blademcu brownskingirlchallenge heispsychometricfminbkk hurt kerryvdonegal sensodyneforicecream sundaythoughts sundayservice chandrayaan2 ,"Elizabeth, NJ",0,0.0,1.0
Natasha Fatah,7/21/2019 23:55,"india will launch a spacecraft to the south pole of the moon on monday the chandrayaan2 will launch at 2:43 p.m. local time, that's at 5:13 a.m. et chandrayaan2themoon 🚀🌙 ",Toronto,326,0.0,0.0
The Quint,7/21/2019 23:55,"chandrayaan2 will be launched in the afternoon of 22 july – at 2:43 pm, after a technical snag delayed the initial 15 july launch. ",nan,1,0.0,0.05
Podhigai,7/21/2019 23:50,"don't miss to watch - launch of gslv - mk iii - m1 / chandrayaan - 2 mission - live from satish dhawan space centre (shar), sriharikota chandrayaan2 isro gslvmkiii doordarshan ",India,1,0.13636363636363635,0.5
Diana Mushiyi,7/21/2019 23:49,by the way the deputy president of kenya refused to reveal how much he's worth.. punguzamizigo punchline punguzamizigobill2019 bbnajia chandrayaan2 despotsmustfall fatimasohail heispsychometricfminbkk kaappaanaudiolaunch loveisland mtvhottest ericathomas exo_sc,"Nairobi,Kenya.",1,0.3,0.1
Manik Sharma,7/21/2019 23:47,wish huge success chandrayaan2 gslvmkiii ,"द्वारका, नई दिल्ली",0,0.35000000000000003,0.45
Prashanth,7/21/2019 23:46,isro india is waiting for this accomplishment. chandrayaan2 ....all the best... ,Tirupati/Hyderabad,0,1.0,0.3
Shreekara B,7/21/2019 23:44, very sad that i can't see the golden moments of launching of chandrayaan2 because i have to attend college today,"Puttur, Karnataka,India",0,-0.17500000000000002,0.75
All India Radio News,7/21/2019 23:41,india’s expedition to moon is all set to begin today with launch of chandrayaan2 by using heavy-lift launch vehicle gslvmkiii; the rocket carrying the prestigious probe will be ignited at 2.43 pm from the satish dhawan space centre at sriharikotta in andhra pradesh ,"New Delhi, India",74,0.0,0.0
