Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type,Hashtags,Country Code,Country,lat,long,Polarity,Sentiment
MrsStarEyes1,MrsStarEyes1 ,8/17/2019 16:03,"b world s top  countries using for automation


   ",Finland ,13,Twitter Web App , AI Robots Robotics MachineLearning DeepLearning,fi,Finland,63.2467777,25.9209164,0.2023,POSITIVE
adrdayrit,Adrian Dayrit ,8/17/2019 16:02,b we ll try to create a product web app mobile app or maybe robotics as our culminating activity that would be solving a schoolwide problem ie managing attendance tons of paper having a hard time with collaboration,Manila ,0,Twitter Web App ,nan,ph,Philippines,14.5906216,120.9799696,0.1027,POSITIVE
UNEXMIN,UNEXMIN ,8/17/2019 16:02,b robot miners from exploring flooded sites to providing alerts miners  use of robotics aims to increase the arsenal of   ,"Brussels, Belgium ",3,Twitter for iPhone ,nan,be,Belgium,50.8465573,4.351697,0.3182,POSITIVE
Kahootz,Kahootz ,8/17/2019 16:01, review to look into nhs staff ai and robotics training needs  ,"Weston, Newbury, UK ",1,SmarterQueue ,nan,gb,United Kingdom,51.4020055,-1.3236425,0.0,NEUTRAL
IAM__Network,IAM Platform ,8/17/2019 16:00,"iam platform curated tweet

women in robotics names inaugural board members     robot report 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,0.0,NEUTRAL
IAM__Network,IAM Platform ,8/17/2019 16:00,"iam platform curated tweet

global service robot market  intuitive surgical irobot dyson neato robotics sharp toshiba panasonic     global market news  



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,0.0,NEUTRAL
detectives_data,Data detective ,8/17/2019 16:00," how can we use deep learning to solve big problems

learn about the use of machine learning for healthcare and robotics a    ",Sol 3 ,44,Twitter for iPhone ,nan,fr,France,45.1204966,1.4102388,-0.2263,NEGATIVE
LoomiAssistant,Al Ramich (CEO loomi.ai) ,8/17/2019 16:00," this company uses to interview candidates   

    ","London, England ",5,Twitter for iPhone , AI Robotics FutureofWork HR ArtificialIntelligence,gb,United Kingdom,51.5073219,-0.1276474,0.0,NEUTRAL
Patrick_Henz,Patrick Henz ,8/17/2019 16:00,kraftwerk sophia and some thoughts about the individuality of robots ,"Atlanta, USA ",0,LinkedIn , AI ML robotics cobot GRC,us,USA,33.7490987,-84.3901849,0.0,NEUTRAL
LeadHerShipNow,Lead Her Ship ,8/17/2019 15:59," a new mindset for the nocollar workforce 
via  

   ",United States ,70,Twitter for iPhone , INFOGRAPHICS ArtificialIntelligence AI,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
LeadHerShipNow,Lead Her Ship ,8/17/2019 15:59," projected to add  trillion to the global by 

by  via  amp 
   ",United States ,123,Twitter for iPhone , AI economy ML,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
AfolabiSamuelA,Afolabi Samuel Adedeji ,8/17/2019 15:59, yesterday students were placed into teams to write code for simple motion for their      ,"UniBen, Benin-city, Nigeria ",3,Twitter for Android , Robotics,ng,Nigeria,6.33505,5.62749,0.0,NEUTRAL
MarioADiaz,Mario A. Diaz ,8/17/2019 15:58,  has all the details about a new computational technique that allows to be less wiggly and more lifelike    ,Mexico ,9,Twitter for iPhone , robots,mx,Mexico,19.4326009,-99.1333416,0.0,NEUTRAL
skm00137,Sharon Kaur ,8/17/2019 15:57, to flourish in the fourth industrial revolution we need to rethink these  things    ,"Birmingham, England ",21,Twitter for Android , 4IR Education futureofwork Technology,gb,United Kingdom,52.4796992,-1.9026911,0.0,NEUTRAL
Paula_Piccard,Paula Piccard                   ,8/17/2019 15:57,"this company uses to interview candidates   

            ","New York, USA ",5,Twitter Media Studio , AI Robotics FutureofWork HR ArtificialIntelligence,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
Browsify,Browsify ,8/17/2019 15:57,softbank reportedly plans to lend employees as much as  billion to invest in its vc fund     techcrunch  ,Malaysia ,0,browsifyapp ,nan,my,Malaysia,4.5693754,102.2656823,0.0,NEUTRAL
ThisIsFrag,Francesco Gadaleta ,8/17/2019 15:55, robotics would take ages to get there d ,Belgium ,0,Twitter Web App , Swarm,be,Belgium,50.6402809,4.6667145,0.0,NEUTRAL
jamesvgingerich,jamesvgingerich ,8/17/2019 15:55,are collaborative robots an opportunity or a threat for   the motley fool     ,"Waterloo, Ontario Canada ",1,TweetDeck , Manufacturing Robotics,ca,Canada,43.466874,-80.524635,-0.5423,NEGATIVE
biconnections,BIconnections ,8/17/2019 15:54,"allen school news    allen school   s latest faculty additions will strengthen uw   s leadership in robotics machine learning humancomputer interaction and more
the allen school is preparing to welcome five faculty hires in  who will enhance the   ",Belgium ,0,Twitter Web App ,nan,be,Belgium,50.6402809,4.6667145,0.6486,POSITIVE
MamaFatimaS,Mama Fatima Singhateh ,8/17/2019 15:54, from and  meet team bakalcho     bright light    developed istick and blene app using mit app inventor for the    ,Gambia ,3,Twitter for Android , Robotics IoT,gm,The Gambia,13.470062,-15.4900464,0.4404,POSITIVE
AbuBeelqist,Zainudin Khair@Zorro ,8/17/2019 15:54," this man is controlling his with his mind


      ",Ampang Kuala Lumpur ,199,Twitter for Android , Prosthetics AI Robotics HealthTech,my,Malaysia,3.1521349,101.7322499,0.0,NEUTRAL
UttarandhraTops,Uttarandhra Tops ,8/17/2019 15:54, an interesting opportunity for and engineering students to explore role of in future of built envir    ,"Andhra Pradesh, India ",1,Twitter for iPhone , architecture Robots,in,India,15.9240905,80.1863809,0.6705,POSITIVE
automeme,Automeme ,8/17/2019 15:53," weekly top  automation articles  latest trending automation news  v 

   ","New York, USA ",7,Twitter Web App , AI ML DL,us,USA,40.7127281,-74.0060152,0.2023,POSITIVE
automeme,Automeme ,8/17/2019 15:53," this man is controlling his with his mind


      ","New York, USA ",199,Twitter Web App , Prosthetics AI Robotics HealthTech,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
Thomas_Harrer,Thomas Harrer ,8/17/2019 15:53,"and upgrading the intelligence in the 

     via  
 
follow me  ampon linkedin th   ","Stuttgart, Germany ",1,TweetDeck , IoT AI Smartfactory Robotics Drones Autonomous IIoT Megatrends smm CTO IBMSystems Europe,de,Germany,48.7784485,9.1800132,0.4767,POSITIVE
guidaautonoma,guidaautonoma ,8/17/2019 15:52,"company of the day tsinghua university



",Genova Italy ,2,Twitter for Android , Autonomous Vehicles AVCotd SmartCity AI IoT Robotics tech 5G driverless selfdriving SelfDrivingCars startup technology DriverlessCars Robots startups transport mobility robot auto,it,Italy,44.40726,8.9338624,0.0,NEUTRAL
SantchiWeb,Santchi ,8/17/2019 15:52, the future of manufacturing technology          ,Wirral ,13,Santchi App ,nan,gb,United Kingdom,53.3409714,-3.0500916,0.0,NEUTRAL
JamalZainurin,Zainurin Jamal ,8/17/2019 14:59," this selfie fits in your pocket  v  

    ","Johor, Malaysia ",21,Twitter for Android , Drone Drones Autonomous AI Robotics IoT Tech,my,Malaysia,2.0119217,103.446608,0.0,NEUTRAL
IGSsolutions,IGS Solutions ,8/17/2019 14:59, autonomous in are busy sorting parcels gtgtgt  gtgtgt    ,Leicestershire / London ,93,Twitter for Android , Robots China ai ecommerce robotics onlineshopping,gb,United Kingdom,52.8647447,-1.3365834,0.0,NEUTRAL
rnalytics,R   nalytics ,8/17/2019 14:59, we are thrilled to welcome  new faculty members in  who will enhance    s leadership in innovation amp education th    ,"Riverside, CA ",14,Sharing_Fashion , CS,ca,Canada,50.481292,-108.2892248,0.8176,POSITIVE
rnalytics,R   nalytics ,8/17/2019 14:59," leaking this from my department   s faculty retreat faculty hiring priority areas for the coming year

 machine learning
    ","Riverside, CA ",17,Sharing_Fashion ,nan,ca,Canada,50.481292,-108.2892248,0.2023,POSITIVE
YIbnM,Yahya Mohamed Mao ,8/17/2019 14:58," 
humanoid robots are getting closer to cecome a reality 

ty mt 

 
cc 
    ","Z  rich, Schweiz ",7,Twitter for Android , innovation biotech robotics SDGs,ch,Switzerland,46.3124766,9.2118629,0.3818,POSITIVE
ValerieDUTERNE,Vali DUTERNE DER2IAN ,8/17/2019 14:58,      big question should governments tax robots  believes that they should look for this idea to be seriousl    ,"Rh  ne-Alpes, France ",49,Twitter for Android ,nan,fr,France,43.2829325,5.6049053,0.0,NEUTRAL
fclad,Fernando Cladera ,8/17/2019 14:57," team pluto is getting ready for the first run holding up the april tags is the best part of all 
say hi to our dog frie    ","Philadelphia, PA ",1,Twidere for Android #8 ,nan,us,USA,39.9527237,-75.1635262,0.7717,POSITIVE
headofthefamili,Cynosure ,8/17/2019 14:57, ycreators academy in collaboration with  is organizing a week training on robotics d modelingprintin    ,"Lagos, Nigeria ",7,Twitter for Android ,nan,ng,Nigeria,6.4550575,3.3941795,0.0,NEUTRAL
_coralfern,CoralFern ,8/17/2019 14:56," a delivery robot
            ",usa ,25,Twitter for Android ,nan,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
AjiachM,Mohamed 1 ,8/17/2019 14:54,   smarter speed takeover of once done by humans     ,"Lille, France ",3,Twitter for Android , robots jobs AI Robotics,fr,France,50.6305089,3.0706414,0.4588,POSITIVE
PaolaEbranati,paola ebranati ,8/17/2019 14:54," this selfie fits in your pocket  v  

    ",Italy - USA  ,21,Twitter for iPhone , Drone Drones Autonomous AI Robotics IoT Tech,us,USA,32.1840381,-96.8847194,0.0,NEUTRAL
Gilbert_j0se,Gilbert J ,8/17/2019 14:54, deal become a robotics expert for just     ," Kerala,India ",5,Twitter for Android , ad,in,India,10.3528744,76.5120396,0.0,NEUTRAL
AITechmeme,Artificial Intelligence ,8/17/2019 14:53," this selfie fits in your pocket  v  

    ","New York, USA ",21,Twitter Web App , Drone Drones Autonomous AI Robotics IoT Tech,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
VINZEN420,Vince girodat ,8/17/2019 14:52, premier ford toured  aerospace robotics in brampton with  and  for a firsthand lo    ,"Cambridge, Ontario ",11,Twitter for Android ,nan,ca,Canada,43.3855479,-80.3113582,0.0,NEUTRAL
chidambara09,Chidambara .ML. ,8/17/2019 14:52,"  which are different type of  

   ",Mysore  and  BERLIN  ,1,Twitter Web App , AI ML BigData Healthcare Chatbots ArtificialIntelligence RPA,de,Germany,52.52437,13.41053,0.0,NEUTRAL
SantchiWeb,Santchi ,8/17/2019 14:52, top  threats in public gtgtgt  via  gtgtgt    ,Wirral ,16,Santchi App , CyberSecurity CloudComputing CyberAttack Malware,gb,United Kingdom,53.3409714,-3.0500916,-0.25,NEGATIVE
SantchiWeb,Santchi ,8/17/2019 14:52, these are the  most innovative technologies that will change our world     ,Wirral ,373,Santchi App , AI ArtificialIntelligence Robotics DL,gb,United Kingdom,53.3409714,-3.0500916,0.4927,POSITIVE
Da_Remedyy,D@_Remedyyyy! ,8/17/2019 14:52," my younger brother   s first webpage    

he   s getting a laptop now     got to fuel this hustle        

my other brother is in oau l    ",127.0.0.1. ,21,Twitter for Android ,nan,us,USA,38.7022309,-109.0482215,0.0,NEUTRAL
JohnBro13002328,John Brown ,8/17/2019 14:51," automation amp robotics firm expands to meet rising demand from car manufacturing sector  
","Newton Mearns, Scotland ",10,Twitter for Android , UKmfg,gb,United Kingdom,55.7714226,-4.3354065,-0.0258,NEGATIVE
HowellMISchools,Howell Schools ,8/17/2019 14:51,team kaos one of our four  teams has their robot running at  stop be to see it team kaos finished their season as the first in michigan first tech challenge runner up and advances to the first robotics world championship ,"Howell, MI ",2,Twitter for iPhone , MelonFest59,us,USA,42.6072552,-83.9293952,0.25,POSITIVE
ittechbuz,IT Tech BuZ ,8/17/2019 14:51,"b ip battles are coming for  


  ","Lisboa, Portugal ",4,TwinyBots , SelfDrivingCars Lidar Tech autonomous SmartCity AI IoT,pt,Portugal,38.7077507,-9.1365919,-0.3818,NEGATIVE
jrnavarrob,Jairo Navarro ,8/17/2019 14:50," this robot can clean your room video

 ",Ecuador-Quito ,23,Twitter for Android , innovation startups Robotics tech,ec,Ecuador,-0.2201641,-78.5123274,0.4019,POSITIVE
culturetracker,"Velma Gooding, PhD ",8/17/2019 14:50, smarter speed takeover of once done by humans     ,USA ,66,Twitter for Android , robots jobs AI Robotics ArtificialIntelligence,us,USA,39.7837304,-100.4458825,0.4588,POSITIVE
SingularityUMIA,SingularityUMiami ,8/17/2019 14:50,robots are coming for some of our jobs is florida ready  via    ,"Miami, FL ",0,Twitter Web App , Robots Automation Robotics MachineLearning,us,USA,25.7742658,-80.1936589,0.3612,POSITIVE
octadero,Octadero ,8/17/2019 14:49," how can we use deep learning to solve big problems

learn about the use of machine learning for healthcare and robotics a    ",Ukraine ,44,Twitter for iPhone ,nan,ua,Ukraine,49.4871968,31.2718321,-0.2263,NEGATIVE
BahSerign,Serign Modou Bah ,8/17/2019 14:49," a new mindset for the nocollar workforce 
via  

   ","Bakoteh, The Gambia ",70,Twitter Web App , INFOGRAPHICS ArtificialIntelligence AI,gm,The Gambia,13.4391419,-16.6970103,0.0,NEUTRAL
leslie_dewinter,Leslie deWinter ,8/17/2019 14:48, check out our recent episode of to hear more on the evolution of the robotics industry and how we can    ,"Irvine, CA ",1,Twitter for iPhone , InnovatingAmerica,ca,Canada,49.9584438,-110.2732606,0.0,NEUTRAL
DjakMomo,Mohamed 2 ,8/17/2019 14:47," this selfie fits in your pocket  v  

    ","Lille, France ",21,Twitter for Android , Drone Drones Autonomous AI Robotics IoT Tech,fr,France,50.6305089,3.0706414,0.0,NEUTRAL
jairorenenb,jairorene ,8/17/2019 14:47," this robot can clean your room video

 ","Katy, TX ",23,Twitter for Android , innovation startups Robotics tech,us,USA,29.7857853,-95.8243956,0.4019,POSITIVE
biami_io,BIAMI.IO - Intelligent Automation ,8/17/2019 14:46,download biami dev for free and start your automation journey today  ,"London, England ",0,biami.io , automation robotics RPA digital,gb,United Kingdom,51.5073219,-0.1276474,0.5106,POSITIVE
bzarkout,Bassam Zarkout ,8/17/2019 14:45, top  threats in public gtgtgt  via  gtgtgt    ,Ottawa ,16,Twitter for Android , CyberSecurity CloudComputing CyberAttack Malware,ca,Canada,45.421106,-75.690308,-0.25,NEGATIVE
williamxlr,williamxlr ,8/17/2019 14:45," this hand mimics a real hand perfectly

via  ht  

     ","Medellin, Colombia  ",127,Twitter for Android , robotic AI IoT Robotics,co,Colombia,6.2443382,-75.573553,0.891,POSITIVE
PvikramV,PvikramvsPvikramvs ,8/17/2019 14:45," 
top  threats in public 

via     

   ",India ,5,Twitter for Android , Startups CyberSecurity CloudComputing,in,India,22.3511148,78.6677428,-0.25,NEGATIVE
BassGale,Papa the Boys ,8/17/2019 14:45," my next walking car via  


     ",South Africa ,13,Twitter for Android , robotics selfdrivingcars martech innovation autonomous,za,RSA,-28.8166236,24.991639,0.0,NEUTRAL
Eduporium,Eduporium ,8/17/2019 14:45,reach and engage with block or color using the ozobot evo  a social programmable revolution in   buy      ,"Newton, MA ",1,Hootsuite Inc. , students coding robotics edtech STEM,us,USA,42.3370414,-71.2092214,-0.1027,NEGATIVE
AITechmeme,Artificial Intelligence ,8/17/2019 14:44," a delivery robot
            ","New York, USA ",25,Twitter Web App ,nan,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
Jefferson_MFG,Jefferson Group ,8/17/2019 14:43," automation amp robotics firm expands to meet rising demand from car manufacturing sector  
","Cheshire, England ",10,Twitter Web App , UKmfg,gb,United Kingdom,53.2141028,-2.4717701,-0.0258,NEGATIVE
Myzhar,Walter Lucetti ,8/17/2019 14:43, the pack is off to another day of underground testing getting ready for the  tunnel circuit later    ,"Massa (MS), Italy ",7,Twitter for Android , SubTChallenge,it,Italy,44.0359323,10.1395519,0.3612,POSITIVE
ArvinFarshad,Farshad ,8/17/2019 14:43, new tenured positions available lecturer assprof in agrirobotics two  posts ,"Manchester, England ",3,Twitter for iPhone ,nan,gb,United Kingdom,53.4794892,-2.2451148,0.0,NEUTRAL
WeAreBotHive,Bot-Hive ,8/17/2019 14:43,"do you know the difference between your agv and your amr



","South West, England ",1,TweetDeck , Robotics FutureOfWork,gb,United Kingdom,52.7954791,-0.5402403,0.0,NEUTRAL
MichaelHCorr,Michael Corr ,8/17/2019 14:42,b these codehounds   earned their badges    to be exact what a great week of camp it s been learning   ,"Bethlehem, PA ",1,Twitter for iPhone , STEM,br,Brazil,-1.45056,-48.4682453,0.6249,POSITIVE
RobotNext,RobotNext ,8/17/2019 14:40, kodiak robotics a truck tech company in silicon valley is planning to come up with autonomous trucks for commercial deli    ,"Texas, USA ",1,Twitter for iPhone ,nan,us,USA,31.8160381,-99.5120986,0.0,NEUTRAL
biami_io,BIAMI.IO - Intelligent Automation ,8/17/2019 14:40,increase productivity and scale your business processes with   business process automation framework  ,"London, England ",0,biami.io , automation robotics RPA digital,gb,United Kingdom,51.5073219,-0.1276474,0.3182,POSITIVE
BahSerign,Serign Modou Bah ,8/17/2019 14:40," concept car of the month atnmbl  


   ","Bakoteh, The Gambia ",5,Twitter Web App , autonomous SmartCity AI IoT Robotics tech 5G,gm,The Gambia,13.4391419,-16.6970103,0.0,NEUTRAL
BahSerign,Serign Modou Bah ,8/17/2019 14:39," this selfie fits in your pocket  v  

    ","Bakoteh, The Gambia ",21,Twitter Web App , Drone Drones Autonomous AI Robotics IoT Tech,gm,The Gambia,13.4391419,-16.6970103,0.0,NEUTRAL
HowellMISchools,Howell Schools ,8/17/2019 14:39,if you are at stop by the corner of center and grand river to learn all about our first robotics teams our high school team  the  and all four our  middle school teams have their robots on display ,"Howell, MI ",0,Twitter for iPhone , melonfest59 highlandernation,us,USA,42.6072552,-83.9293952,0.2023,POSITIVE
Paula_Piccard,Paula Piccard                   ,8/17/2019 14:39,"this selfie fits in your pocket  v  

          ","New York, USA ",21,Twitter Media Studio , Drone Drones Autonomous AI Robotics IoT Tech,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
_coralfern,CoralFern ,8/17/2019 14:38," this robot can clean your room video

 ",usa ,23,Twitter for Android , innovation startups Robotics tech,us,USA,39.7837304,-100.4458825,0.4019,POSITIVE
Nametory,Nametory ,8/17/2019 14:38,  a new for sale for any  a modern name suitable for a range of industries zuic a line a marketing agency an app developer a brand an drink ,"Oxford, England ",0,eClincher , brand startup trendy fashion social robotics energy,gb,United Kingdom,51.7520131,-1.2578499,0.0,NEUTRAL
cynthiamrakes,Cindy Rakes ,8/17/2019 14:37," time to connect the dots to big pharma and medical research and develpoment 

simulated laboratory test    ",United States ,5,Twitter Web App ,nan,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
EFloreani,Elizabeth Floreani ,8/17/2019 14:37,i   m a k teacher at a title i public school in rural texas  i coach our chess team robotics team and teach violin  i   ve created a dream list to support my students and i hope you   ll take a look  ,"Wimberley, TX ",1,Twitter for iPhone , clearthelists,us,USA,29.9976807,-98.0987896,0.8225,POSITIVE
bamitav,Amitav Bhattacharjee ,8/17/2019 14:37,deepfake evidence will send innocent people to jail warns expert    ,"Bangalore, India ",0,Twitter for Android , DeepFake deepfakevideos ArtificialIntelligence AI Robots Robotics ML DL NLP Algorithms bots cobot Humanoid Tech Technews RT,in,India,12.9791198,77.5912997,0.25,POSITIVE
biami_io,BIAMI.IO - Intelligent Automation ,8/17/2019 14:36,june   save the date and join our webinar to learn   business process automation framework  ,"London, England ",0,biami.io , automation robotics RPA digital,gb,United Kingdom,51.5073219,-0.1276474,0.6597,POSITIVE
BahSerign,Serign Modou Bah ,8/17/2019 14:35,b viral deepfake video raises future questions over  real news   irish times    ,"Bakoteh, The Gambia ",1,Twitter Web App , DeepFake deepfakevideos,gm,The Gambia,13.4391419,-16.6970103,0.0,NEUTRAL
bamitav,Amitav Bhattacharjee ,8/17/2019 14:34,bviral deepfake video raises future questions over  real news   irish times  ,"Bangalore, India ",1,Twitter for Android , DeepFake deepfakevideos ArtificialIntelligence AI Robots Robotics ML DL NLP Algorithms bots cobot Humanoid Tech Technews RT,in,India,12.9791198,77.5912997,0.0,NEUTRAL
FindLightInc,FindLight ,8/17/2019 14:33,"bresearchers created a new crystal in order to change a material s color at a whim like a chameleon check out some of the applications they ve used it for here

","California, USA ",0,Twitter Web App , photonic optics materials science physics robotics automation,us,USA,36.7014631,-118.7559974,0.5423,POSITIVE
TCar2002,TheCar2002 ,8/17/2019 14:32, you can always expect exactly the same quality meal from these woks      ,"Pennsylvania, USA ",43,Twitter for iPhone , robot tech robotics innovation,us,USA,40.9699889,-77.7278831,0.0,NEUTRAL
IAM__Network,IAM Platform ,8/17/2019 14:30,"iam platform curated tweet

robots will speed inspection of troublesome sewer lines as st pete deals with state order     tampa bay times 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,-0.5106,NEGATIVE
IAM__Network,IAM Platform ,8/17/2019 14:30,"iam platform curated tweet

globalet business amp investment opportunity analysis by abb robotics eaton yrg inc kawasaki robotics vigilant robots hitach and so on     us trade media 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,0.5423,POSITIVE
IAM__Network,IAM Platform ,8/17/2019 14:30,"iam platform curated tweet

how ai and robots will help safeguard our offshore energy infrastructure in the future     the conversation uk 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,0.7506,POSITIVE
IAM__Network,IAM Platform ,8/17/2019 14:30,"iam platform curated tweet

cobalt robotics maker of indoor security guards raises  million     built in 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,0.34,POSITIVE
IAM__Network,IAM Platform ,8/17/2019 14:30,"iam platform curated tweet

warehouse automation growth remains strong with a possible blip     robotics business review 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,0.7096,POSITIVE
IAM__Network,IAM Platform ,8/17/2019 14:30,"iam platform curated tweet

breitung schools get lego grant kits to teach early robotics skills  news sports jobs     iron mountain daily news 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,0.3612,POSITIVE
IAM__Network,IAM Platform ,8/17/2019 14:30,"iam platform curated tweet

attabotics brings vision of antlike efficiency to supply chains     robot report 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,0.5423,POSITIVE
IAM__Network,IAM Platform ,8/17/2019 14:30,"iam platform curated tweet

softbank strikes deal with berkshire grey warehouse robotics     financial times 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,-0.3182,NEGATIVE
IAM__Network,IAM Platform ,8/17/2019 14:30,"iam platform curated tweet

robot    tongue    tastes whiskey in another step towards scifi future     the great courses daily news 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,0.6249,POSITIVE
IAM__Network,IAM Platform ,8/17/2019 14:30,"iam platform curated tweet

robotics news     st  ubli robotics to exhib        robotics online 



",Worldwide ,0,IAMBLOG2TWITTER , TopInfluence IAMPlatform robot robotics robots,gb,United Kingdom,53.4573397,-2.2269588,0.0,NEUTRAL
bamitav,Amitav Bhattacharjee ,8/17/2019 14:30,the world   s top deepfake artist is wrestling with the monster he created  ,"Bangalore, India ",0,Twitter for Android , DeepFake deepfakevideos ArtificialIntelligence AI Robots Robotics ML DL NLP Algorithms bots cobot Humanoid Tech Technews RT,in,India,12.9791198,77.5912997,0.4215,POSITIVE
cihancobanoglu,Prof Cihan Cobanoglu ,8/17/2019 14:30,"in this fourth industrial revolution ai robotics nanotechnology etc policymakers and politicians must fill the new technologies related information vacuum

","Sarasota,FL, USA ",0,Hootsuite Inc. ,nan,us,USA,27.3364347,-82.5306527,0.0,NEUTRAL
Xhegriko,"Deluxe Hero! and 17 other ""Heros"" ",8/17/2019 14:29,b schlumberger hr stan you said you have a master s in engineering and advanced robotics can we see your certificates   ,Thoughts ,78,Twitter Web App ,nan,us,USA,37.7771858,-122.4125864,0.25,POSITIVE
_coralfern,CoralFern ,8/17/2019 14:28," this alexacontrolled robot helps you tackle some of your daily tasks with ease

   ",usa ,102,Twitter for Android , AI Robotics MachineLearning,us,USA,39.7837304,-100.4458825,0.6249,POSITIVE
jainaba_sonko,Jainaba Sonko ,8/17/2019 14:27, we are excited to hold the orientation for the robotics summer program at the      ,Gambia ,6,Twitter for Android , HappeningNow,gm,The Gambia,13.470062,-15.4900464,0.34,POSITIVE
BungaroG,Luigi Bungaro ,8/17/2019 14:26," research on the through robotic power via  



     ","Berlino, Germania ",20,@BungaroG , Mars space innotech future AI robotics,de,Germany,52.5170365,13.3888599,0.0,NEUTRAL
wiomax_cn,WioNavi ,8/17/2019 14:26," the top five companies


   ",United States ,4,wiomax_cn2 , autonomous trucking SmartCity AI IoT Robotics tech 5G,us,USA,39.7837304,-100.4458825,0.2023,POSITIVE
danmccrthy,Dan McCarthy ,8/17/2019 14:26, teachers from throughout our district are giving up time on their summer break for professional development at  d    ,"Troy, NY ",5,Twitter Web App , TroyTechCamp19,us,USA,42.7284117,-73.6917878,0.34,POSITIVE
khollier1,Kim Hollier ,8/17/2019 14:26, vocation spots library makerspaces can propel teens toward career and technical education  ,"Klein, TX   ",2,Twitter for iPhone ,nan,us,USA,30.0477196,-95.5324412,0.0,NEUTRAL
HaroldMartell7,H. Martell ,8/17/2019 14:25, to our robot rock band   our band leverages cuttingedge software technologies such as maya and kukarea    ,M  xico ,1,Twitter for Android , FBF,mx,Mexico,19.4457798,-97.0707568,0.0,NEUTRAL
pivotcloud,PivotCloudSolutions ,8/17/2019 14:25, learns chess invents moves defeats  what next gtgtgt wef via mikequindazzi gtgtgt    ,Ireland ,4,PCStwitterApp , AI human Google AlphaZero,ie,Ireland,52.865196,-7.9794599,-0.3182,NEGATIVE
BaldwinRE,Richard Baldwin ,8/17/2019 14:25,"b
i ll talk on my book  the globotics upheaval globalisation robotics and the future of work  in auckland on sep

come one come all



the first chapter is free on google books here 

review here  ","Lausanne, Switzerland ",0,Twitter Web App ,nan,ch,Switzerland,46.5218269,6.6327025,0.5106,POSITIVE
CorpFinInd,raju majumdar ,8/17/2019 14:25, misty robotics on the misty ii ai and the future of robots     ,Delhi ,3,Twitter Web Client , misty robots robotics tech ai,in,India,28.6517178,77.2219388,0.0,NEUTRAL
cmnbisablgmaaf,aku ga guna ,8/17/2019 14:24, robert downey jr using robotics and ai inspired by his role as tony stark to focus on to clean up the earth in the next deca    ,Kasur ,37371,Twitter for Android ,nan,pk,Pakistan,31.1175143,74.4478314,0.7096,POSITIVE
SarahElwellDC,Sarah Elwell ,8/17/2019 14:24, vocation spots library makerspaces can propel teens toward career and technical education  ,"Washington, DC ",2,Twitter Web App ,nan,us,USA,38.8948932,-77.0365529,0.0,NEUTRAL
Hassansillah564,Hassan Sillah ,8/17/2019 14:24, we are excited to hold the orientation for the robotics summer program at the      ,Ghana ,6,Twitter Web App , HappeningNow,gh,Ghana,8.0300284,-1.0800271,0.34,POSITIVE
SantchiWeb,Santchi ,8/17/2019 14:23,  top  threats in public gtgtgt  via  gtgtgt    ,Wirral ,2,Santchi App , RT CyberSecurity CloudComputing,gb,United Kingdom,53.3409714,-3.0500916,-0.25,NEGATIVE
